Country,Time,Balance,Product,Value,Unit
Bulgaria,16-Apr,Net Electricity Production,Electricity,2745.352,GWh
Bulgaria,16-Apr,Net Electricity Production,Nuclear,846.887,GWh
Bulgaria,16-Apr,Net Electricity Production,Hydro,426.456,GWh
Bulgaria,16-Apr,Net Electricity Production,Total Combustible Fuels,1218.602,GWh
Bulgaria,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",1068.318,GWh
Bulgaria,16-Apr,Net Electricity Production,Oil and Petroleum Products,17.544,GWh
Bulgaria,16-Apr,Net Electricity Production,Natural Gas,113.265,GWh
Bulgaria,16-Apr,Net Electricity Production,Combustible Renewables,19.475,GWh
Bulgaria,16-Apr,Net Electricity Production,Solar,119.471,GWh
Bulgaria,16-Apr,Net Electricity Production,Not Specified,2.833,GWh
Bulgaria,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",696.505,GWh
Bulgaria,16-Apr,Net Electricity Production,Wind,131.102,GWh
People's Republic of China,16-Apr,Net Electricity Production,Electricity,446058.5063,GWh
People's Republic of China,16-Apr,Net Electricity Production,Nuclear,14215.1007,GWh
People's Republic of China,16-Apr,Net Electricity Production,Hydro,84784.0356,GWh
People's Republic of China,16-Apr,Net Electricity Production,Total Combustible Fuels,318309.3441,GWh
People's Republic of China,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",300127.573,GWh
People's Republic of China,16-Apr,Net Electricity Production,Oil and Petroleum Products,733.5171,GWh
People's Republic of China,16-Apr,Net Electricity Production,Natural Gas,12062.8786,GWh
People's Republic of China,16-Apr,Net Electricity Production,Combustible Renewables,4577.8486,GWh
People's Republic of China,16-Apr,Net Electricity Production,Other Combustible Non-Renewables,807.5268,GWh
People's Republic of China,16-Apr,Net Electricity Production,Geothermal,9.45,GWh
People's Republic of China,16-Apr,Net Electricity Production,Solar,6713.0019,GWh
People's Republic of China,16-Apr,Net Electricity Production,Other Renewables,0.9075,GWh
People's Republic of China,16-Apr,Net Electricity Production,Not Specified,0,GWh
People's Republic of China,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",118111.9101,GWh
People's Republic of China,16-Apr,Net Electricity Production,Wind,22026.6665,GWh
Croatia,16-Apr,Net Electricity Production,Electricity,941.786,GWh
Croatia,16-Apr,Net Electricity Production,Hydro,523.126,GWh
Croatia,16-Apr,Net Electricity Production,Total Combustible Fuels,326.38,GWh
Croatia,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",180.966,GWh
Croatia,16-Apr,Net Electricity Production,Oil and Petroleum Products,4.81,GWh
Croatia,16-Apr,Net Electricity Production,Natural Gas,110.559,GWh
Croatia,16-Apr,Net Electricity Production,Combustible Renewables,30.045,GWh
Croatia,16-Apr,Net Electricity Production,Solar,6.048,GWh
Croatia,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",645.451,GWh
Croatia,16-Apr,Net Electricity Production,Wind,86.232,GWh
Cyprus,16-Apr,Net Electricity Production,Electricity,300.538,GWh
Cyprus,16-Apr,Net Electricity Production,Total Combustible Fuels,275.099,GWh
Cyprus,16-Apr,Net Electricity Production,Oil and Petroleum Products,271.931,GWh
Cyprus,16-Apr,Net Electricity Production,Combustible Renewables,3.168,GWh
Cyprus,16-Apr,Net Electricity Production,Solar,11.27,GWh
Cyprus,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",28.607,GWh
Cyprus,16-Apr,Net Electricity Production,Wind,14.169,GWh
India,16-Apr,Net Electricity Production,Electricity,114080.1877,GWh
India,16-Apr,Net Electricity Production,Nuclear,3086.5161,GWh
India,16-Apr,Net Electricity Production,Hydro,8712.2944,GWh
India,16-Apr,Net Electricity Production,Total Combustible Fuels,98554.5695,GWh
India,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",89548.2558,GWh
India,16-Apr,Net Electricity Production,Oil and Petroleum Products,1220.0882,GWh
India,16-Apr,Net Electricity Production,Natural Gas,5593.7243,GWh
India,16-Apr,Net Electricity Production,Combustible Renewables,2127.3279,GWh
India,16-Apr,Net Electricity Production,Other Combustible Non-Renewables,65.1733,GWh
India,16-Apr,Net Electricity Production,Geothermal,0,GWh
India,16-Apr,Net Electricity Production,Solar,1409.2,GWh
India,16-Apr,Net Electricity Production,Other Renewables,0,GWh
India,16-Apr,Net Electricity Production,Not Specified,0,GWh
India,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14566.4299,GWh
India,16-Apr,Net Electricity Production,Wind,2317.6076,GWh
Malta,16-Apr,Net Electricity Production,Electricity,53.5318,GWh
Malta,16-Apr,Net Electricity Production,Total Combustible Fuels,40.1538,GWh
Malta,16-Apr,Net Electricity Production,Oil and Petroleum Products,39.6963,GWh
Malta,16-Apr,Net Electricity Production,Combustible Renewables,0.4575,GWh
Malta,16-Apr,Net Electricity Production,Solar,13.378,GWh
Malta,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13.8355,GWh
North Macedonia,16-Apr,Net Electricity Production,Electricity,370.085,GWh
North Macedonia,16-Apr,Net Electricity Production,Hydro,118.044,GWh
North Macedonia,16-Apr,Net Electricity Production,Total Combustible Fuels,244.156,GWh
North Macedonia,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",196.278,GWh
North Macedonia,16-Apr,Net Electricity Production,Oil and Petroleum Products,6.826,GWh
North Macedonia,16-Apr,Net Electricity Production,Natural Gas,38.607,GWh
North Macedonia,16-Apr,Net Electricity Production,Combustible Renewables,2.444,GWh
North Macedonia,16-Apr,Net Electricity Production,Solar,1.914,GWh
North Macedonia,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",128.374,GWh
North Macedonia,16-Apr,Net Electricity Production,Wind,5.972,GWh
Romania,16-Apr,Net Electricity Production,Electricity,4961.176,GWh
Romania,16-Apr,Net Electricity Production,Nuclear,928.821,GWh
Romania,16-Apr,Net Electricity Production,Hydro,2122.784,GWh
Romania,16-Apr,Net Electricity Production,Total Combustible Fuels,1277.804,GWh
Romania,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",759.949,GWh
Romania,16-Apr,Net Electricity Production,Oil and Petroleum Products,33.477,GWh
Romania,16-Apr,Net Electricity Production,Natural Gas,459.127,GWh
Romania,16-Apr,Net Electricity Production,Combustible Renewables,25.251,GWh
Romania,16-Apr,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Romania,16-Apr,Net Electricity Production,Geothermal,0,GWh
Romania,16-Apr,Net Electricity Production,Solar,167.652,GWh
Romania,16-Apr,Net Electricity Production,Not Specified,0,GWh
Romania,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2779.803,GWh
Romania,16-Apr,Net Electricity Production,Wind,464.115,GWh
Serbia,16-Apr,Net Electricity Production,Electricity,2992.872,GWh
Serbia,16-Apr,Net Electricity Production,Hydro,1162.912,GWh
Serbia,16-Apr,Net Electricity Production,Total Combustible Fuels,1825.89,GWh
Serbia,16-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",1795.266,GWh
Serbia,16-Apr,Net Electricity Production,Oil and Petroleum Products,3.417,GWh
Serbia,16-Apr,Net Electricity Production,Natural Gas,24.71,GWh
Serbia,16-Apr,Net Electricity Production,Combustible Renewables,2.234,GWh
Serbia,16-Apr,Net Electricity Production,Other Combustible Non-Renewables,0.263,GWh
Serbia,16-Apr,Net Electricity Production,Solar,1.069,GWh
Serbia,16-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1169.216,GWh
Serbia,16-Apr,Net Electricity Production,Wind,3,GWh
Australia,16-Mar,Net Electricity Production,Electricity,21819.1506,GWh
Australia,16-Mar,Net Electricity Production,Hydro,1218.0204,GWh
Australia,16-Mar,Net Electricity Production,Total Combustible Fuels,19214.1367,GWh
Australia,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",13676.6197,GWh
Australia,16-Mar,Net Electricity Production,Oil and Petroleum Products,491.228,GWh
Australia,16-Mar,Net Electricity Production,Natural Gas,4441.7586,GWh
Australia,16-Mar,Net Electricity Production,Combustible Renewables,604.5305,GWh
Australia,16-Mar,Net Electricity Production,Geothermal,0,GWh
Australia,16-Mar,Net Electricity Production,Solar,540.1927,GWh
Australia,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3209.5443,GWh
Australia,16-Mar,Used for pumped storage,Electricity,40.1549,GWh
Australia,16-Mar,Distribution Losses,Electricity,1059.3978,GWh
Australia,16-Mar,Final Consumption (Calculated),Electricity,20719.5978,GWh
Australia,16-Mar,Net Electricity Production,Wind,846.8007,GWh
Austria,16-Mar,Net Electricity Production,Electricity,5038.0607,GWh
Austria,16-Mar,Net Electricity Production,Hydro,2697.5746,GWh
Austria,16-Mar,Net Electricity Production,Total Combustible Fuels,1754.8022,GWh
Austria,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",431.4596,GWh
Austria,16-Mar,Net Electricity Production,Oil and Petroleum Products,147.5203,GWh
Austria,16-Mar,Net Electricity Production,Natural Gas,722.6148,GWh
Austria,16-Mar,Net Electricity Production,Combustible Renewables,408.8646,GWh
Austria,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,44.3428,GWh
Austria,16-Mar,Net Electricity Production,Geothermal,0.0017,GWh
Austria,16-Mar,Net Electricity Production,Solar,88.9708,GWh
Austria,16-Mar,Net Electricity Production,Not Specified,0.9398,GWh
Austria,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3691.1833,GWh
Austria,16-Mar,Total Imports,Electricity,3057.1218,GWh
Austria,16-Mar,Total Exports,Electricity,1645.9236,GWh
Austria,16-Mar,Used for pumped storage,Electricity,297.5135,GWh
Austria,16-Mar,Distribution Losses,Electricity,294.8225,GWh
Austria,16-Mar,Final Consumption (Calculated),Electricity,5856.9229,GWh
Austria,16-Mar,Net Electricity Production,Wind,495.7716,GWh
Belgium,16-Mar,Net Electricity Production,Electricity,7655.2411,GWh
Belgium,16-Mar,Net Electricity Production,Nuclear,4062.1105,GWh
Belgium,16-Mar,Net Electricity Production,Hydro,142.2109,GWh
Belgium,16-Mar,Net Electricity Production,Total Combustible Fuels,2648.3494,GWh
Belgium,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",292.9742,GWh
Belgium,16-Mar,Net Electricity Production,Oil and Petroleum Products,19.8034,GWh
Belgium,16-Mar,Net Electricity Production,Natural Gas,1770.7679,GWh
Belgium,16-Mar,Net Electricity Production,Combustible Renewables,460.6398,GWh
Belgium,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,104.1641,GWh
Belgium,16-Mar,Net Electricity Production,Solar,247.6615,GWh
Belgium,16-Mar,Net Electricity Production,Not Specified,40.3514,GWh
Belgium,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1365.0696,GWh
Belgium,16-Mar,Total Imports,Electricity,913.8005,GWh
Belgium,16-Mar,Total Exports,Electricity,679.314,GWh
Belgium,16-Mar,Used for pumped storage,Electricity,124.2512,GWh
Belgium,16-Mar,Distribution Losses,Electricity,350.1101,GWh
Belgium,16-Mar,Final Consumption (Calculated),Electricity,7415.3663,GWh
Belgium,16-Mar,Net Electricity Production,Wind,514.5573,GWh
Canada,16-Mar,Net Electricity Production,Electricity,57057.7727,GWh
Canada,16-Mar,Net Electricity Production,Nuclear,8187.7608,GWh
Canada,16-Mar,Net Electricity Production,Hydro,34515.1501,GWh
Canada,16-Mar,Net Electricity Production,Total Combustible Fuels,11575.6328,GWh
Canada,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",4987.2863,GWh
Canada,16-Mar,Net Electricity Production,Oil and Petroleum Products,624.0823,GWh
Canada,16-Mar,Net Electricity Production,Natural Gas,4955.0518,GWh
Canada,16-Mar,Net Electricity Production,Combustible Renewables,999.1091,GWh
Canada,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,10.1034,GWh
Canada,16-Mar,Net Electricity Production,Solar,180.3249,GWh
Canada,16-Mar,Net Electricity Production,Other Renewables,1.9477,GWh
Canada,16-Mar,Net Electricity Production,Not Specified,14.8333,GWh
Canada,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",38278.6548,GWh
Canada,16-Mar,Total Imports,Electricity,1018.8581,GWh
Canada,16-Mar,Total Exports,Electricity,5738.0615,GWh
Canada,16-Mar,Used for pumped storage,Electricity,18.9898,GWh
Canada,16-Mar,Distribution Losses,Electricity,2924.654,GWh
Canada,16-Mar,Final Consumption (Calculated),Electricity,49394.9255,GWh
Canada,16-Mar,Net Electricity Production,Wind,2582.1231,GWh
Chile,16-Mar,Net Electricity Production,Electricity,6426.4857,GWh
Chile,16-Mar,Net Electricity Production,Hydro,1441.4823,GWh
Chile,16-Mar,Net Electricity Production,Total Combustible Fuels,4675.288,GWh
Chile,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",2647.5119,GWh
Chile,16-Mar,Net Electricity Production,Oil and Petroleum Products,286.8091,GWh
Chile,16-Mar,Net Electricity Production,Natural Gas,1221.1897,GWh
Chile,16-Mar,Net Electricity Production,Combustible Renewables,519.7773,GWh
Chile,16-Mar,Net Electricity Production,Solar,179.9249,GWh
Chile,16-Mar,Net Electricity Production,Not Specified,0,GWh
Chile,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2270.975,GWh
Chile,16-Mar,Total Exports,Electricity,0.1307,GWh
Chile,16-Mar,Distribution Losses,Electricity,264.8239,GWh
Chile,16-Mar,Final Consumption (Calculated),Electricity,6161.531,GWh
Chile,16-Mar,Net Electricity Production,Wind,129.7905,GWh
Colombia,16-Mar,Net Electricity Production,Electricity,6062.9765,GWh
Colombia,16-Mar,Net Electricity Production,Hydro,2550.8264,GWh
Colombia,16-Mar,Net Electricity Production,Total Combustible Fuels,3505.8607,GWh
Colombia,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",783.9864,GWh
Colombia,16-Mar,Net Electricity Production,Oil and Petroleum Products,820.929,GWh
Colombia,16-Mar,Net Electricity Production,Natural Gas,1782.2869,GWh
Colombia,16-Mar,Net Electricity Production,Combustible Renewables,118.6584,GWh
Colombia,16-Mar,Net Electricity Production,Solar,0.8173,GWh
Colombia,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2675.7742,GWh
Colombia,16-Mar,Total Imports,Electricity,142.2128,GWh
Colombia,16-Mar,Total Exports,Electricity,0.161,GWh
Colombia,16-Mar,Distribution Losses,Electricity,597.5676,GWh
Colombia,16-Mar,Final Consumption (Calculated),Electricity,5607.4607,GWh
Colombia,16-Mar,Net Electricity Production,Wind,5.4721,GWh
Czech Republic,16-Mar,Net Electricity Production,Electricity,7408.985,GWh
Czech Republic,16-Mar,Net Electricity Production,Nuclear,2585.376,GWh
Czech Republic,16-Mar,Net Electricity Production,Hydro,329.454,GWh
Czech Republic,16-Mar,Net Electricity Production,Total Combustible Fuels,4289.705,GWh
Czech Republic,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",3715.249,GWh
Czech Republic,16-Mar,Net Electricity Production,Oil and Petroleum Products,8.857,GWh
Czech Republic,16-Mar,Net Electricity Production,Natural Gas,186.25,GWh
Czech Republic,16-Mar,Net Electricity Production,Combustible Renewables,372.943,GWh
Czech Republic,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,6.406,GWh
Czech Republic,16-Mar,Net Electricity Production,Solar,154.224,GWh
Czech Republic,16-Mar,Net Electricity Production,Not Specified,8.348,GWh
Czech Republic,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",898.499,GWh
Czech Republic,16-Mar,Total Imports,Electricity,1070.816,GWh
Czech Republic,16-Mar,Total Exports,Electricity,2640.373,GWh
Czech Republic,16-Mar,Used for pumped storage,Electricity,105.738,GWh
Czech Republic,16-Mar,Distribution Losses,Electricity,367.883,GWh
Czech Republic,16-Mar,Final Consumption (Calculated),Electricity,5365.807,GWh
Czech Republic,16-Mar,Net Electricity Production,Wind,41.878,GWh
Denmark,16-Mar,Net Electricity Production,Electricity,2567.644,GWh
Denmark,16-Mar,Net Electricity Production,Hydro,1.892,GWh
Denmark,16-Mar,Net Electricity Production,Total Combustible Fuels,1685.037,GWh
Denmark,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",870.444,GWh
Denmark,16-Mar,Net Electricity Production,Oil and Petroleum Products,25.179,GWh
Denmark,16-Mar,Net Electricity Production,Natural Gas,192.566,GWh
Denmark,16-Mar,Net Electricity Production,Combustible Renewables,541.957,GWh
Denmark,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,54.891,GWh
Denmark,16-Mar,Net Electricity Production,Solar,55.464,GWh
Denmark,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1424.564,GWh
Denmark,16-Mar,Total Imports,Electricity,1197.129,GWh
Denmark,16-Mar,Total Exports,Electricity,763.369,GWh
Denmark,16-Mar,Distribution Losses,Electricity,148.886,GWh
Denmark,16-Mar,Final Consumption (Calculated),Electricity,2852.518,GWh
Denmark,16-Mar,Net Electricity Production,Wind,825.251,GWh
Estonia,16-Mar,Net Electricity Production,Electricity,673.3184,GWh
Estonia,16-Mar,Net Electricity Production,Hydro,3.7151,GWh
Estonia,16-Mar,Net Electricity Production,Total Combustible Fuels,631.9355,GWh
Estonia,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",558.3598,GWh
Estonia,16-Mar,Net Electricity Production,Oil and Petroleum Products,13.9745,GWh
Estonia,16-Mar,Net Electricity Production,Natural Gas,4.0553,GWh
Estonia,16-Mar,Net Electricity Production,Combustible Renewables,52.0074,GWh
Estonia,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,3.5383,GWh
Estonia,16-Mar,Net Electricity Production,Solar,0.7065,GWh
Estonia,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",93.3903,GWh
Estonia,16-Mar,Total Imports,Electricity,607.6795,GWh
Estonia,16-Mar,Total Exports,Electricity,509.0907,GWh
Estonia,16-Mar,Distribution Losses,Electricity,66.2926,GWh
Estonia,16-Mar,Final Consumption (Calculated),Electricity,705.6146,GWh
Estonia,16-Mar,Net Electricity Production,Wind,36.9613,GWh
Finland,16-Mar,Net Electricity Production,Electricity,6290.6344,GWh
Finland,16-Mar,Net Electricity Production,Nuclear,2060.0925,GWh
Finland,16-Mar,Net Electricity Production,Hydro,1414.7307,GWh
Finland,16-Mar,Net Electricity Production,Total Combustible Fuels,2576.5007,GWh
Finland,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1001.4362,GWh
Finland,16-Mar,Net Electricity Production,Oil and Petroleum Products,18.0021,GWh
Finland,16-Mar,Net Electricity Production,Natural Gas,452.9521,GWh
Finland,16-Mar,Net Electricity Production,Combustible Renewables,1069.7957,GWh
Finland,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,34.3145,GWh
Finland,16-Mar,Net Electricity Production,Solar,2.2066,GWh
Finland,16-Mar,Net Electricity Production,Not Specified,20.75,GWh
Finland,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2703.087,GWh
Finland,16-Mar,Total Imports,Electricity,2115.6173,GWh
Finland,16-Mar,Total Exports,Electricity,574.7265,GWh
Finland,16-Mar,Distribution Losses,Electricity,236.8366,GWh
Finland,16-Mar,Final Consumption (Calculated),Electricity,7594.6886,GWh
Finland,16-Mar,Net Electricity Production,Wind,216.354,GWh
France,16-Mar,Net Electricity Production,Electricity,53124.257,GWh
France,16-Mar,Net Electricity Production,Nuclear,37177.228,GWh
France,16-Mar,Net Electricity Production,Hydro,6738.884,GWh
France,16-Mar,Net Electricity Production,Total Combustible Fuels,5900.764,GWh
France,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1136.07,GWh
France,16-Mar,Net Electricity Production,Oil and Petroleum Products,636.007,GWh
France,16-Mar,Net Electricity Production,Natural Gas,3243.91,GWh
France,16-Mar,Net Electricity Production,Combustible Renewables,697.851,GWh
France,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,186.926,GWh
France,16-Mar,Net Electricity Production,Geothermal,7.328,GWh
France,16-Mar,Net Electricity Production,Solar,702.931,GWh
France,16-Mar,Net Electricity Production,Other Renewables,41.199,GWh
France,16-Mar,Net Electricity Production,Not Specified,46.626,GWh
France,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10697.49,GWh
France,16-Mar,Total Imports,Electricity,1477.918,GWh
France,16-Mar,Total Exports,Electricity,5703.161,GWh
France,16-Mar,Used for pumped storage,Electricity,555.239,GWh
France,16-Mar,Distribution Losses,Electricity,3746.478,GWh
France,16-Mar,Final Consumption (Calculated),Electricity,44597.297,GWh
France,16-Mar,Net Electricity Production,Wind,2509.297,GWh
Germany,16-Mar,Net Electricity Production,Electricity,54179.5556,GWh
Germany,16-Mar,Net Electricity Production,Nuclear,7671.2403,GWh
Germany,16-Mar,Net Electricity Production,Hydro,2140.867,GWh
Germany,16-Mar,Net Electricity Production,Total Combustible Fuels,35255.502,GWh
Germany,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",22999.818,GWh
Germany,16-Mar,Net Electricity Production,Oil and Petroleum Products,481.8643,GWh
Germany,16-Mar,Net Electricity Production,Natural Gas,7028.7677,GWh
Germany,16-Mar,Net Electricity Production,Combustible Renewables,4160.6145,GWh
Germany,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,584.4375,GWh
Germany,16-Mar,Net Electricity Production,Geothermal,16.6331,GWh
Germany,16-Mar,Net Electricity Production,Solar,2591.3701,GWh
Germany,16-Mar,Net Electricity Production,Not Specified,171.1246,GWh
Germany,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15242.3031,GWh
Germany,16-Mar,Total Imports,Electricity,2819.9068,GWh
Germany,16-Mar,Total Exports,Electricity,7525.1692,GWh
Germany,16-Mar,Used for pumped storage,Electricity,560.3355,GWh
Germany,16-Mar,Distribution Losses,Electricity,2318.5015,GWh
Germany,16-Mar,Final Consumption (Calculated),Electricity,46595.4563,GWh
Germany,16-Mar,Net Electricity Production,Wind,6332.8184,GWh
Greece,16-Mar,Net Electricity Production,Electricity,3590.3906,GWh
Greece,16-Mar,Net Electricity Production,Hydro,613.3943,GWh
Greece,16-Mar,Net Electricity Production,Total Combustible Fuels,2240.0467,GWh
Greece,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1151.3419,GWh
Greece,16-Mar,Net Electricity Production,Oil and Petroleum Products,307.8285,GWh
Greece,16-Mar,Net Electricity Production,Natural Gas,744.9494,GWh
Greece,16-Mar,Net Electricity Production,Combustible Renewables,20.5024,GWh
Greece,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,15.4245,GWh
Greece,16-Mar,Net Electricity Production,Solar,294.6912,GWh
Greece,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1370.8464,GWh
Greece,16-Mar,Total Imports,Electricity,1085.7,GWh
Greece,16-Mar,Total Exports,Electricity,23.7999,GWh
Greece,16-Mar,Used for pumped storage,Electricity,6.3242,GWh
Greece,16-Mar,Distribution Losses,Electricity,350.5082,GWh
Greece,16-Mar,Final Consumption (Calculated),Electricity,4295.4583,GWh
Greece,16-Mar,Net Electricity Production,Wind,442.2585,GWh
Hungary,16-Mar,Net Electricity Production,Electricity,2548.0487,GWh
Hungary,16-Mar,Net Electricity Production,Nuclear,1433,GWh
Hungary,16-Mar,Net Electricity Production,Hydro,17.0207,GWh
Hungary,16-Mar,Net Electricity Production,Total Combustible Fuels,1003.2815,GWh
Hungary,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",430.7734,GWh
Hungary,16-Mar,Net Electricity Production,Oil and Petroleum Products,3.0722,GWh
Hungary,16-Mar,Net Electricity Production,Natural Gas,403.5548,GWh
Hungary,16-Mar,Net Electricity Production,Combustible Renewables,152.6911,GWh
Hungary,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,13.19,GWh
Hungary,16-Mar,Net Electricity Production,Solar,19.9645,GWh
Hungary,16-Mar,Net Electricity Production,Not Specified,5.9167,GWh
Hungary,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",258.5416,GWh
Hungary,16-Mar,Total Imports,Electricity,1512.9157,GWh
Hungary,16-Mar,Total Exports,Electricity,501,GWh
Hungary,16-Mar,Distribution Losses,Electricity,351,GWh
Hungary,16-Mar,Final Consumption (Calculated),Electricity,3208.9644,GWh
Hungary,16-Mar,Net Electricity Production,Wind,68.8654,GWh
Iceland,16-Mar,Net Electricity Production,Electricity,1576.519,GWh
Iceland,16-Mar,Net Electricity Production,Hydro,1119.041,GWh
Iceland,16-Mar,Net Electricity Production,Total Combustible Fuels,0.177,GWh
Iceland,16-Mar,Net Electricity Production,Oil and Petroleum Products,0.177,GWh
Iceland,16-Mar,Net Electricity Production,Geothermal,456.348,GWh
Iceland,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1576.342,GWh
Iceland,16-Mar,Distribution Losses,Electricity,40.196,GWh
Iceland,16-Mar,Final Consumption (Calculated),Electricity,1536.323,GWh
Iceland,16-Mar,Net Electricity Production,Wind,0.953,GWh
Ireland,16-Mar,Net Electricity Production,Electricity,2597.7664,GWh
Ireland,16-Mar,Net Electricity Production,Hydro,114.7396,GWh
Ireland,16-Mar,Net Electricity Production,Total Combustible Fuels,1958.3155,GWh
Ireland,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",718.2893,GWh
Ireland,16-Mar,Net Electricity Production,Oil and Petroleum Products,12.0656,GWh
Ireland,16-Mar,Net Electricity Production,Natural Gas,1162.2884,GWh
Ireland,16-Mar,Net Electricity Production,Combustible Renewables,59.3133,GWh
Ireland,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,6.3589,GWh
Ireland,16-Mar,Net Electricity Production,Solar,0.408,GWh
Ireland,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",698.7642,GWh
Ireland,16-Mar,Total Imports,Electricity,99.8393,GWh
Ireland,16-Mar,Total Exports,Electricity,120.1841,GWh
Ireland,16-Mar,Used for pumped storage,Electricity,45.7759,GWh
Ireland,16-Mar,Distribution Losses,Electricity,188.5405,GWh
Ireland,16-Mar,Final Consumption (Calculated),Electricity,2343.1052,GWh
Ireland,16-Mar,Net Electricity Production,Wind,524.3033,GWh
Italy,16-Mar,Net Electricity Production,Electricity,22372.586,GWh
Italy,16-Mar,Net Electricity Production,Hydro,3206.024,GWh
Italy,16-Mar,Net Electricity Production,Total Combustible Fuels,15149.965,GWh
Italy,16-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",2928.156,GWh
Italy,16-Mar,Net Electricity Production,Oil and Petroleum Products,924.966,GWh
Italy,16-Mar,Net Electricity Production,Natural Gas,9618.546,GWh
Italy,16-Mar,Net Electricity Production,Combustible Renewables,1487.524,GWh
Italy,16-Mar,Net Electricity Production,Other Combustible Non-Renewables,190.773,GWh
Italy,16-Mar,Net Electricity Production,Geothermal,505.172,GWh
Italy,16-Mar,Net Electricity Production,Solar,1749.631,GWh
Italy,16-Mar,Net Electricity Production,Not Specified,54.167,GWh
Italy,16-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8655.978,GWh
